101,2012,164,0,.25,991.24,83.301,65.721,70.249,82.716,4.3316,276.42,29.4,0,83.341,83.086
101,2012,164,0,5.25,991.24,83.283,65.755,70.238,82.721,5.3704,277.77,29.003,0,83.409,83.101
101,2012,164,0,10.25,991.24,83.283,65.721,70.241,82.729,5.0568,279.3,29.797,0,83.393,83.101
101,2012,164,0,15.25,991.24,83.258,65.789,70.242,82.716,4.41,280.83,29.003,0,83.393,83.148
101,2012,164,0,20.25,991.24,83.277,65.822,70.286,82.7,4.0572,264.72,30.194,0,83.414,83.211
101,2012,164,0,25.25,991.24,83.277,66.025,70.336,82.713,4.41,265.97,29.4,0,83.414,83.258
101,2012,164,0,30.25,991.24,83.234,65.89,70.29,82.718,4.6452,250.43,29.4,0,83.456,83.331
101,2012,164,0,35.25,991.24,83.258,65.653,70.221,82.724,3.7044,261.46,29.003,0,83.514,83.362
101,2012,164,0,40.25,991.24,83.264,65.721,70.23,82.716,3.5476,271.44,31.386,0,83.477,83.336
101,2012,164,0,45.25,991.24,83.271,65.789,70.239,82.708,3.1556,269.42,30.592,0,83.477,83.31
101,2012,164,0,50.25,991.24,83.246,65.721,70.228,82.695,3.4692,258.68,30.592,0,83.456,83.273
101,2012,164,0,55.25,991.24,83.277,65.789,70.253,82.703,3.0576,264.43,30.592,0,83.43,83.247
101,2012,164,1,.25,991.24,83.277,65.822,70.297,82.693,3.6064,255.13,30.989,0,83.425,83.226
101,2012,164,1,5.25,991.24,83.301,65.924,70.314,82.685,4.4688,269.9,29.797,0,83.414,83.237
101,2012,164,1,10.25,991.24,83.295,65.687,70.273,82.69,5.1156,277.29,31.784,0,83.43,83.252
101,2012,164,1,15.25,991.24,83.24,65.653,70.178,82.69,3.8808,265.49,31.386,0,83.409,83.231
101,2012,164,1,20.25,991.24,83.289,65.89,70.291,82.693,3.9788,259.45,31.784,0,83.404,83.211
101,2012,164,1,25.25,991.24,83.24,65.89,70.281,82.698,4.4296,252.64,31.784,0,83.419,83.185
101,2012,164,1,30.25,991.28,83.258,65.755,70.242,82.698,4.0572,250.14,31.784,0,83.372,83.169
101,2012,164,1,35.25,991.24,83.271,65.856,70.265,82.69,4.5472,261.46,31.784,0,83.373,83.138
101,2012,164,1,40.25,991.24,83.204,65.856,70.209,82.7,4.4492,261.75,31.784,0,83.346,83.128
101,2012,164,1,45.25,991.25,83.246,65.89,70.26,82.706,4.312,268.27,31.784,0,83.357,83.091
101,2012,164,1,50.25,991.25,83.191,65.991,70.251,82.7,3.8416,257.24,31.784,0,83.367,83.081
101,2012,164,1,55.25,991.24,83.21,66.059,70.318,82.695,3.43,274.31,31.784,0,83.346,83.07
101,2012,164,2,.25,991.28,83.204,65.991,70.298,82.695,3.5868,259.93,31.784,0,83.378,83.049
101,2012,164,2,5.25,991.28,83.21,66.059,70.327,82.685,3.332,257.53,31.784,0,83.284,83.023
101,2012,164,2,10.25,991.35,83.216,66.093,70.341,82.669,3.5672,254.36,31.784,0,83.206,83.044
101,2012,164,2,15.25,991.37,83.21,66.16,70.356,82.646,2.8812,252.44,31.784,0,83.315,83.034
101,2012,164,2,20.25,991.37,83.173,66.126,70.337,82.636,2.5088,262.42,31.784,0,83.284,83.034
101,2012,164,2,25.25,991.37,83.149,66.261,70.353,82.643,2.842,267.12,31.784,0,83.258,83.003
101,2012,164,2,30.25,991.37,83.137,66.261,70.324,82.672,2.5872,278.63,31.784,0,83.237,83.008
101,2012,164,2,35.38,991.37,83.161,66.329,70.405,82.672,2.6264,269.33,31.784,0,83.273,83.029
101,2012,164,2,40.25,991.34,83.161,66.363,70.376,82.643,2.5088,277.77,31.784,0,83.252,82.977
