101,2020,168,000,0,996.5824,77.73119,41.38987,77.32162,2.2344,5.418,87.56595,0,77.80276,78.33604
101,2020,168,000,5,996.5824,77.73119,41.3558,77.32162,1.8424,24.19,87.16972,0,77.82693,78.33604
101,2020,168,000,10,996.5824,77.85382,41.49207,77.34563,1.5876,2.612,87.16972,0,77.8511,78.33604
101,2020,168,000,15,996.6451,77.73119,41.458,77.32162,1.5288,38.41,86.7735,0,77.82693,78.31171
101,2020,168,000,20,996.5197,77.73119,41.5602,77.34563,1.078,27.98,86.37727,0,77.8511,78.33604
101,2020,168,000,25,996.5197,77.91515,41.69646,77.36958,1.0192,26.85,86.37727,0,77.8511,78.33604
101,2020,168,000,30,996.5824,77.73119,41.458,77.36958,1.3132,26.65,86.37727,0,77.82693,78.33604
101,2020,168,000,35,996.5824,77.73119,41.38987,77.36958,1.3524,47.48,85.98105,0,77.8511,78.31171
101,2020,168,000,40,996.6451,77.7925,41.42393,77.36958,1.47,39.91,85.58482,0,77.82693,78.33604
101,2020,168,000,45,996.6451,77.73119,41.62833,77.36958,1.8816,62.72,85.58482,0,77.8511,78.33604
101,2020,168,000,50,996.6451,77.73119,41.5602,77.36958,1.9796,53.57,85.18859,0,77.8511,78.33604
101,2020,168,000,55,996.6451,77.73119,41.458,77.36958,2.7832,32.43,84.79237,0,77.8511,78.33604
101,2020,168,001,0,996.5824,77.73119,41.21954,77.36958,3.528,56.14,84.79237,0,77.8511,78.31171
101,2020,168,001,5,996.5197,77.73119,41.08327,77.34563,3.6456,33.04,84.79237,0,77.8511,78.28738
101,2020,168,001,10,996.5197,77.73119,40.94701,77.32162,3.92,42.76,84.39614,0,77.8511,78.28738
101,2020,168,001,15,996.5197,77.73119,40.87888,77.32162,3.2732,334.5,84.39614,0,77.8511,78.23876
101,2020,168,001,20,996.5824,77.73119,40.94701,77.32162,2.4108,352.4,83.99992,0,77.80276,78.23876
101,2020,168,001,25,996.6451,77.73119,41.15141,77.32162,2.352,15.33,83.99992,0,77.75454,78.19015
101,2020,168,001,30,996.6451,77.73119,41.5602,77.27373,3.7044,10.3,83.60369,0,77.75454,78.16592
101,2020,168,001,35,996.6451,77.73119,41.62833,77.24857,3.822,14.05,83.60338,0,77.72922,78.14043
101,2020,168,001,40,996.5824,77.73119,41.62833,77.22461,3.9788,17.95,83.20715,0,77.7051,78.14043
101,2020,168,001,45,996.5824,77.66987,41.5602,77.17671,3.6848,25.73,83.20715,0,77.65688,78.09193
101,2020,168,001,50,996.5197,77.60855,41.458,77.15282,4.41,24.24,82.81093,0,77.65688,78.09193
101,2020,168,001,55,996.5197,77.60855,41.3558,77.12892,3.136,8.27,82.81093,0,77.60875,78.04343
101,2020,168,002,0,996.6451,77.73119,41.28767,77.12892,4.0964,21.48,82.81093,0,77.56063,78.04343
101,2020,168,002,5,996.5197,77.48592,41.21954,77.08108,3.6652,46,82.4147,0,77.53658,77.99498
101,2020,168,002,10,996.6451,77.48592,41.15141,77.08108,3.1752,20.03,82.4147,0,77.51251,77.97081
101,2020,168,002,15,996.5824,77.60855,41.21954,77.08108,2.8812,0.29,82.01848,0,77.51251,77.94658
101,2020,168,002,20,996.5824,77.48592,41.28767,77.08108,2.5284,29.17,82.01848,0,77.48845,77.94658
101,2020,168,002,25,996.6451,77.48592,41.3558,77.05718,2.6264,10.33,82.01848,0,77.46445,77.94658
101,2020,168,002,30,996.6451,77.48592,41.3558,77.03329,2.646,29.94,82.01848,0,77.46445,77.92241
101,2020,168,002,35,996.5824,77.48592,41.3558,77.03329,2.2344,28.25,82.01848,0,77.46445,77.92241
101,2020,168,002,40,996.5824,77.48592,41.3558,77.03329,2.2736,33.47,81.62225,0,77.46445,77.89824
101,2020,168,002,45,996.6451,77.36327,41.38987,77.03329,2.6656,22.78,81.62225,0,77.44044,77.89824
101,2020,168,002,50,996.6451,77.36327,41.5602,77.03329,2.3324,1.113,81.22603,0,77.41644,77.89824
101,2020,168,002,55,996.6451,77.36327,41.5602,77.03329,2.0188,16.21,81.22603,0,77.41644,77.8499
101,2020,168,003,0,996.6451,77.36327,41.62833,77.03329,1.862,0.193,80.8298,0,77.39238,77.8499
101,2020,168,003,5,996.6451,77.36327,41.76459,77.03329,2.0188,1.33,80.43358,0,77.36837,77.8499
101,2020,168,003,10,996.6451,77.36327,41.90085,77.03329,1.6856,26.65,80.43358,0,77.36837,77.82579
101,2020,168,003,15,996.6451,77.36327,42.03712,77.03224,1.6072,11.75,80.43342,0,77.36732,77.82469
101,2020,168,003,20,996.6451,77.36327,42.10525,77.03224,1.3524,37.85,80.03719,0,77.36732,77.84886
101,2020,168,003,25,996.5197,77.36327,42.10525,77.05614,1.1564,33.35,80.03719,0,77.36732,77.84886
101,2020,168,003,30,996.5824,77.24064,42.17338,77.05614,1.078,24.04,79.64097,0,77.36732,77.84886
101,2020,168,003,35,996.6451,77.36327,42.30964,77.05614,1.1368,36.64,79.24474,0,77.36732,77.84886
101,2020,168,003,40,996.5824,77.24064,42.37777,77.08009,1.4896,28.66,79.24474,0,77.36732,77.84886
101,2020,168,003,45,996.6451,77.24064,42.4459,77.08009,1.568,16.3,78.84852,0,77.36732,77.87297
101,2020,168,003,50,996.6451,77.36327,42.5481,77.08009,1.2152,351.3,78.84852,0,77.36732,77.8972
101,2020,168,003,55,996.6451,77.24064,42.30964,77.08009,0.8624,4.958,78.4523,0,77.39133,77.8972
101,2020,168,004,0,996.6451,77.24064,42.17338,77.08009,0.784,29.36,78.05608,0,77.39133,77.8972
101,2020,168,004,5,996.6451,77.48592,42.17338,77.08009,1.078,15.72,78.05608,0,77.41539,77.8972
101,2020,168,004,10,996.6451,77.36327,42.30964,77.08009,2.0776,13.83,77.65985,0,77.41539,77.8972
101,2020,168,004,15,996.6451,77.36327,42.30964,77.08009,3.2732,0.266,77.26363,0,77.39133,77.8972
101,2020,168,004,20,996.6451,77.36327,42.17338,77.05614,5.1744,352.4,77.26363,0,77.39133,77.87297
101,2020,168,004,25,996.6451,77.36327,41.83272,77.03224,5.4488,0.193,76.8674,0,77.39133,77.84886
101,2020,168,004,30,996.5197,77.36327,41.69646,77.03224,4.2532,11.75,76.8674,0,77.39133,77.84886
101,2020,168,004,35,996.6451,77.36327,41.49207,77.03224,3.9592,32.77,76.47118,0,77.41539,77.84886
101,2020,168,004,40,996.6451,77.36327,41.38987,76.98451,3.0576,35.48,76.47118,0,77.39133,77.84886
101,2020,168,004,45,996.6451,77.36327,41.49207,76.98451,2.3324,1.621,76.47118,0,77.36732,77.80052
