101,2020,169,000,0,995.2357,77.3915,49.95238,76.92315,1.5288,82.3,111.3358,0,77.3537,77.25784
101,2020,169,000,5,995.2357,77.3915,49.81609,76.92315,1.8424,77.61,110.5434,0,77.3537,77.2818
101,2020,169,000,10,995.2357,77.51417,49.81609,76.94704,1.96,79.91,108.5623,0,77.37771,77.30575
101,2020,169,000,15,995.2357,77.51417,49.74794,76.97089,1.5484,91.2,105.7888,0,77.40176,77.3537
101,2020,169,000,20,995.2357,77.51417,49.88424,76.97089,1.3916,55.93,104.9964,0,77.40176,77.3537
101,2020,169,000,25,995.2357,77.51417,49.95238,76.99478,1.4112,77.63,106.185,0,77.44972,77.40176
101,2020,169,000,30,995.2357,77.51417,49.74794,76.99478,1.1368,67.55,107.3737,0,77.44972,77.40176
101,2020,169,000,35,995.2357,77.51417,49.67979,76.99478,0.9995999,105.3,104.9964,0,77.44972,77.40176
101,2020,169,000,40,995.2357,77.5755,49.71386,76.99478,1.4504,82.2,101.8267,0,77.49785,77.44972
101,2020,169,000,45,995.2357,77.51417,49.61164,76.99478,1.5092,72.17,97.46835,0,77.49785,77.47379
101,2020,169,000,50,995.2357,77.51417,49.61164,76.99478,1.6072,74.78,93.50622,0,77.49785,77.49785
101,2020,169,000,55,995.2357,77.51417,49.61164,76.97089,1.568,75.96,90.73273,0,77.49785,77.49785
101,2020,169,001,0,995.2357,77.51417,49.4072,76.94704,1.666,83.9,91.92136,0,77.49785,77.54591
101,2020,169,001,5,995.2357,77.51417,49.33905,76.94704,1.666,72.94,91.92136,0,77.49785,77.54591
101,2020,169,001,10,995.2357,77.33016,49.33905,76.94704,1.4504,73.4,84.39333,0,77.49785,77.54591
101,2020,169,001,15,995.2357,77.3915,49.33905,76.92315,1.568,66.51,78.45013,0,77.49785,77.59409
101,2020,169,001,20,995.2357,77.3915,49.2709,76.92315,1.5092,64.33,78.05392,0,77.49785,77.59409
101,2020,169,001,25,995.2357,77.3915,49.2709,76.92315,1.4308,55.52,76.46907,0,77.52185,77.59409
101,2020,169,001,30,995.2357,77.3915,49.33905,76.89931,1.2348,46.38,77.26149,0,77.54591,77.59409
101,2020,169,001,35,995.2437,77.39388,49.40819,76.89793,1.0388,43.67,77.26159,0,77.54454,77.61671
101,2020,169,001,40,995.2437,77.39388,49.47634,76.92183,1.274,55.4,78.84644,0,77.54454,77.64078
101,2020,169,001,45,995.2437,77.51654,49.54449,76.89793,1.274,36.92,82.80857,0,77.54454,77.64078
101,2020,169,001,50,995.2437,77.39388,49.47634,76.92183,1.1368,84.4,86.37449,0,77.54454,77.64078
101,2020,169,001,55,995.2437,77.39388,49.54449,76.92183,1.3132,90.9,90.33662,0,77.54454,77.68901
