101,2012,168,0,.25,994.35,85.179,51.976,65.338,84.729,2.4108,155.09,59.594,0,84.77,84.744
101,2012,168,0,5.25,994.35,85.173,52.009,65.314,84.761,2.6068,145.79,59.594,0,84.797,84.722
101,2012,168,0,10.25,994.34,85.161,52.009,65.292,84.769,2.646,148.67,59.594,0,84.824,84.717
101,2012,168,0,15.25,994.35,85.161,52.111,65.322,84.78,2.842,144.83,59.594,0,84.91,84.733
101,2012,168,0,20.25,994.35,85.179,52.178,65.386,84.759,2.5872,142.14,59.594,0,84.878,84.755
101,2012,168,0,25.25,994.35,85.149,51.841,65.237,84.732,2.1952,161.23,59.594,0,84.867,84.76
101,2012,168,0,30.25,994.35,85.167,51.773,65.173,84.719,2.5676,163.82,59.594,0,84.862,84.749
101,2012,168,0,35.25,994.35,85.161,52.178,65.292,84.716,2.6656,151.26,59.594,0,84.835,84.738
101,2012,168,0,40.25,994.35,85.179,52.347,65.448,84.711,2.7244,150.1,59.594,0,84.84,84.706
101,2012,168,0,45.25,994.35,85.161,52.482,65.494,84.713,2.5284,172.55,59.594,0,84.878,84.717
101,2012,168,0,50.25,994.35,85.167,52.448,65.605,84.724,1.9208,164.68,59.594,0,84.899,84.712
101,2012,168,0,55.25,994.35,85.173,52.212,65.424,84.724,2.0188,187.99,59.594,0,84.921,84.717
101,2012,168,1,.25,994.35,85.179,52.516,65.514,84.746,2.6852,175.81,59.594,0,84.948,84.722
101,2012,168,1,5.375,994.35,85.185,52.246,65.432,84.74,2.8812,171.59,59.594,0,84.899,84.728
101,2012,168,1,10.25,994.35,85.173,51.874,65.351,84.764,3.1556,155.09,59.594,0,84.883,84.787
101,2012,168,1,15.38,994.35,85.204,52.212,65.324,84.754,2.94,150.49,59.594,0,84.931,84.797
101,2012,168,1,20.25,994.35,85.179,52.617,65.619,84.764,3.1164,146.56,59.594,0,84.937,84.808
101,2012,168,1,25.25,994.35,85.21,52.482,65.519,84.762,2.9792,149.63,59.594,0,84.91,84.803
101,2012,168,1,30.25,994.35,85.173,52.077,65.486,84.762,2.3128,148.47,59.594,0,84.899,84.797
101,2012,168,1,35.25,994.35,85.179,51.3,65.14,84.764,2.3324,158.74,59.594,0,84.91,84.787
101,2012,168,1,40.25,994.35,85.191,51.368,64.951,84.748,2.3912,168.04,59.594,0,84.937,84.781
101,2012,168,1,45.25,994.35,85.173,51.334,64.997,84.719,2.7048,153.85,59.594,0,84.926,84.722
101,2012,168,1,50.25,994.35,85.204,51.469,65.018,84.708,2.744,162.48,59.594,0,84.894,84.738
101,2012,168,1,55.38,994.35,85.179,51.604,65.058,84.713,2.8028,137.35,59.594,0,84.899,84.765
101,2012,168,2,.25,994.35,85.21,51.604,65.082,84.77,2.8028,145.6,59.594,0,84.964,84.733
101,2012,168,2,5.25,994.36,85.21,52.077,65.281,84.746,2.5676,159.6,59.594,0,84.878,84.738
