101,2012,162,0,0.25,990.01,80.714,43.808,56.524,80.528,2.9596,165.76,35.761,0,80.186,80.216
101,2012,162,0,5.25,989.99,80.678,44.011,56.554,80.538,2.9204,160.39,35.761,0,80.191,80.23
101,2012,162,0,10.25,989.96,80.684,44.011,56.614,80.528,2.9988,153.77,35.761,0,80.231,80.221
101,2012,162,0,15.25,989.99,80.666,43.876,56.564,80.553,2.9204,155.02,35.761,0,80.23,80.221
101,2012,162,0,20.25,990.01,80.672,43.471,56.283,80.531,2.8812,165.47,35.761,0,80.206,80.206
101,2012,162,0,25.25,990.01,80.666,43.403,56.265,80.553,2.8616,174.97,35.761,0,80.181,80.235
101,2012,162,0,30.25,989.95,80.641,43.471,56.302,80.533,2.548,160.87,35.761,0,80.206,80.226
101,2012,162,0,35.38,989.92,80.654,43.335,56.207,80.546,2.352,157.99,35.761,0,80.211,80.226
101,2012,162,0,40.25,989.97,80.623,43.268,56.223,80.536,2.3912,159.62,35.761,0,80.176,80.231
101,2012,162,0,45.25,989.97,80.666,43.606,56.226,80.544,2.3324,140.34,35.761,0,80.201,80.235
101,2012,162,0,50.25,989.99,80.647,43.673,56.409,80.542,2.6068,151.27,35.761,0,80.22,80.255
101,2012,162,0,55.25,989.96,80.647,43.437,56.346,80.519,2.6068,156.17,35.761,0,80.186,80.206
101,2012,162,1,0.25,990.02,80.672,43.403,56.279,80.552,2.3716,169.02,35.761,0,80.206,80.196
101,2012,162,1,5.25,989.96,80.66,43.538,56.285,80.524,2.0972,145.9,35.761,0,80.141,80.22
101,2012,162,1,10.25,989.99,80.654,43.639,56.351,80.532,2.2148,151.18,35.761,0,80.206,80.22
101,2012,162,1,15.25,989.96,80.617,43.842,56.42,80.557,2.2344,156.36,35.761,0,80.151,80.23
101,2012,162,1,20.25,989.92,80.66,43.91,56.551,80.524,2.254,175.83,35.761,0,80.186,80.225
101,2012,162,1,25.25,989.97,80.66,44.079,56.56,80.524,1.96,182.26,35.761,0,80.151,80.225
101,2012,162,1,30.25,989.93,80.661,44.18,56.657,80.562,1.5876,177.46,35.761,0,80.211,80.211
